ORIG_FID,经度,纬度,value
4172,529.634239,914.0446567,4
4173,536.8472329,914.417363,4
4174,544.0602269,914.7900693,4
4175,551.2732209,915.1627756,4
4176,558.4862149,915.5354819,4
4177,565.6992088,915.9081882,4
4178,572.8339449,916.4172749,4
4179,579.8904231,917.0627421,4
4180,586.9469012,917.7082093,4
4181,568.9766137,911.4161456,4
4182,562.966707,911.4786769,4
4183,555.7570859,911.2940905,4
4184,547.3477505,910.8623865,4
4185,538.9384151,910.4306825,4
4186,530.5290797,909.9989784,4
4187,607.5376403,880.155943,2
4188,609.6626403,870.405943,2
4189,611.7876403,860.655943,2
4190,613.9126403,850.905943,1
4191,602.6439864,880.1823356,4
4192,604.9816785,870.485121,4
4193,607.3193706,860.7879063,4
4194,609.6570628,851.0906917,3
4195,609.0505009,891.2770373,4
4196,616.2012219,891.7692261,4
4197,623.351943,892.2614149,1
4198,630.6244056,892.5921445,1
4199,638.0186097,892.7614149,1
4200,645.4128138,892.9306853,1
4201,652.8070178,893.0999557,1
4202,660.2012219,893.2692261,1
4203,667.595426,893.4384965,2
4204,674.9896301,893.6077669,3
4205,682.3838342,893.7770373,3
4206,689.7780383,893.9463077,3
4207,609.9139745,885.2219657,2
4208,616.7916427,885.6040113,1
4209,623.6693109,885.9860569,1
4210,630.5469792,886.3681024,1
4211,637.4246474,886.750148,1
4212,644.3023157,887.1321936,4
4213,602.0252838,912.5081113,4
4214,608.1425454,913.1620655,4
4215,615.2767817,913.5156371,4
4216,622.4110179,913.8692086,4
4217,629.5452541,914.2227802,4
4218,636.6794904,914.5763517,4
4219,643.8137266,914.9299233,4
4220,649.8603738,915.8390799,4
4221,654.819432,917.3038216,4
4222,659.8059699,917.2845778,4
4223,664.8199875,915.7813487,4
4224,671.7533094,915.1795158,4
4225,680.6059354,915.4790791,4
4226,689.4585615,915.7786425,3
4227,577.729865,879.2182108,4
4228,578.2393145,869.5927465,4
4229,578.7487639,859.9672821,4
4230,579.2582134,850.3418178,3
4231,599.5855789,917.2757568,4
4232,604.8064559,917.7653844,4
4233,612.2003281,918.1461184,4
4234,621.7671955,918.4179588,4
4235,631.3340629,918.6897992,4
4236,640.9009303,918.9616396,4
4237,648.3709645,919.9554334,4
4238,653.7441654,921.6711808,4
4239,659.4553943,922.0346402,4
4240,665.5046514,921.0458116,4
4241,672.7702566,920.5820139,4
4242,681.2522101,920.6432472,4
4243,689.7341636,920.7044805,4
4244,648.0175782,883.1316183,4
4245,648.5704351,874.7484222,4
4246,649.1232919,866.3652261,4
4247,649.6761488,857.98203,4
4248,649.8388299,850.1113166,4
4249,660.6559223,887.6581721,4
4250,670.0328417,888.1932495,4
4251,679.4097612,888.7283269,4
4252,688.7866806,889.2634043,3
4253,656.0947515,883.9865922,4
4254,656.3493294,877.1785098,4
4255,656.6039073,870.3704274,4
4256,656.8584852,863.562345,4
4257,657.1130631,856.7542626,4
4258,657.367641,849.9461802,4
4259,723.1459609,886.906354,4
4260,723.487602,879.657176,4
4261,723.8292431,872.407998,4
4262,724.1708842,865.1588201,3
4263,724.5125253,857.9096421,4
4264,724.8541664,850.6604642,4
4265,697.9724624,885.9449346,4
4266,697.9671066,878.7729179,4
4267,697.9617508,871.6009011,4
4268,697.956395,864.4288844,4
4269,697.9510392,857.2568677,4
4270,697.9456834,850.084851,4
4271,693.4751403,885.9476096,4
4272,693.4751403,878.780943,4
4273,693.4751403,871.6142763,3
4274,693.4751403,864.4476096,4
4275,693.4751403,857.280943,4
4276,693.4751403,850.1142763,3
4277,731.9247141,919.5954829,4
4278,739.1348296,917.2356374,4
4279,746.9780949,916.0524174,4
4280,755.45451,916.0458228,3
4281,763.9309251,916.0392282,4
4282,772.4073403,916.0326336,4
4283,780.8837554,916.0260389,4
4284,789.3601705,916.0194443,4
4285,794.4906697,916.1417668,4
4286,799.502361,917.9214351,4
4287,807.7411606,921.2295321,4
4288,814.0199887,923.4274492,4
4289,818.3272786,924.0011304,4
4290,732.9491589,914.2793339,3
4291,740.2455072,911.7369443,4
4292,745.9570641,910.988488,3
4293,752.1584599,910.6080253,4
4294,758.8496944,910.5955561,4
4295,765.5409288,910.583087,4
4296,772.2321633,910.5706178,4
4297,778.9233978,910.5581487,4
4298,785.6146323,910.5456795,4
4299,793.4819444,911.3574738,4
4300,801.3009412,913.6097869,4
4301,807.8955451,916.4783555,4
4302,814.5839937,918.4717914,4
4303,733.1304039,895.7300365,3
4304,742.6827264,896.0562819,3
4305,752.2350489,896.3825273,3
4306,761.7873714,896.7087727,3
4307,771.3396939,897.0350181,3
4308,780.8920165,897.3612635,1
4309,788.8607171,896.9688312,1
4310,795.2457958,895.8577213,2
4311,801.7067377,893.9165546,2
4312,731.4886346,890.5245671,2
4313,738.273011,890.7639218,4
4314,745.0573873,891.0032765,4
4315,751.8417637,891.2426312,4
4316,758.62614,891.4819859,4
4317,765.4105164,891.7213406,4
4318,772.1948927,891.9606953,3
4319,778.979269,892.20005,3
4320,785.7636454,892.4394047,4
4321,792.4856602,891.4270473,4
4322,799.1453136,889.1629777,4
4323,728.5082259,887.3839054,4
4324,729.1430379,879.6962185,4
4325,729.5891032,870.3628137,4
4326,730.0351684,861.0294089,4
4327,730.4812337,851.696004,4
4328,811.6187793,882.6000341,3
4329,818.9060573,878.7382163,2
4330,826.1011099,873.8197317,2
4331,833.203937,867.8445801,2
4332,840.3067641,861.8694284,2
4333,847.4095912,855.8942768,1
4334,854.5124183,849.9191252,1
4335,861.6152454,843.9439736,1
4336,868.7180726,837.968822,1
4337,875.8208997,831.9936704,2
4338,882.9237268,826.0185188,2
4339,814.6622774,887.1313494,3
4340,822.0232966,883.1616586,4
4341,829.0354719,878.0957621,4
4342,836.7120585,872.104164,4
4343,844.3886451,866.1125658,4
4344,851.4983468,860.2450827,4
4345,858.0411637,854.5017145,4
4346,864.5839805,848.7583464,4
4347,871.1267973,843.0149783,2
4348,877.6696142,837.2716101,1
4349,884.212431,831.528242,1
4350,888.2294899,827.5937505,2
4351,806.3730394,881.3160771,4
4352,803.1688374,874.8863455,4
4353,799.9646354,868.4566138,4
4354,796.7604335,862.0268821,4
4355,793.5562315,855.5971505,4
4356,790.3520296,849.1674188,4
4357,800.8084737,883.6976096,4
4358,797.4751403,877.030943,4
4359,794.141807,870.3642763,3
4360,790.8084737,863.6976096,3
4361,787.4751403,857.030943,3
4362,784.141807,850.3642763,2
4363,829.8294014,922.0664158,4
4364,835.7599092,922.8269414,4
4365,843.9124028,924.2770467,3
4366,852.6121488,925.0697678,1
4367,861.8591472,925.2051048,4
4368,871.1061456,925.3404418,4
4369,880.3531439,925.4757788,4
4370,65.66264033,831.030943,4
4371,75.03764033,831.030943,4
4372,84.41264033,831.030943,4
4373,93.78764033,831.030943,4
4374,108.6685218,830.49337,4
4375,118.0552847,830.418224,4
4376,127.4420476,830.343078,4
4377,136.8288106,830.267932,4
4378,146.2155735,830.192786,4
4379,155.6023364,830.11764,4
4380,167.711065,830.0922061,4
4381,175.2998161,830.3185796,4
4382,182.8885671,830.544953,4
4383,190.4773182,830.7713264,4
4384,198.0660693,830.9976998,4
4385,205.6548204,831.2240733,4
4386,213.2435714,831.4504467,4
4387,220.8323225,831.6768201,4
4388,228.4210736,831.9031935,4
4389,233.5952947,832.5236616,4
4390,313.1163235,839.6253117,2
4391,319.1774665,846.8309788,2
4392,325.2386096,854.036646,2
4393,331.2997526,861.2423132,3
4394,336.959578,866.3811248,3
4395,342.2180857,869.4530807,4
4396,366.1029591,834.7470715,4
4397,374.6403049,836.6330493,4
4398,384.4593589,836.9727478,4
4399,394.2784129,837.3124463,4
4400,404.097467,837.6521448,4
4401,352.180985,836.0240636,4
4402,343.3168541,835.1545872,4
4403,334.4527232,834.2851108,4
4404,325.5885923,833.4156345,4
4405,319.9527995,832.3901089,4
4406,316.8998362,829.603899,4
4407,363.2561331,838.4698058,4
4408,367.4745066,840.3218126,4
4409,374.5049402,841.1220464,4
4410,384.15481,841.420997,4
4411,393.8046799,841.7199477,4
4412,403.4545497,842.0188984,4
4413,362.766807,874.7392763,1
4414,370.3501403,875.155943,1
4415,377.9334737,875.5726096,1
4416,385.516807,875.9892763,4
4417,393.1001403,876.405943,4
4418,400.6834737,876.8226096,4
4419,415.0773556,833.6869089,4
4420,417.7624369,825.4994901,3
4421,420.4475183,817.3120712,4
4422,423.1325997,809.1246524,4
4423,410.3409976,833.6228526,4
4424,413.0090049,825.2245698,4
4425,415.6770121,816.826287,4
4426,418.3450194,808.4280042,4
4427,417.5700173,837.9921372,4
4428,425.2404222,838.415175,4
4429,432.910827,838.8382128,4
4430,440.5812319,839.2612506,4
4431,448.2516367,839.6842884,4
4432,455.9220416,840.1073262,4
4433,409.7310189,873.1562675,4
4434,410.2427761,865.4069165,4
4435,410.7545332,857.6575656,4
4436,411.2662904,849.9082146,4
4437,412.4974361,843.9315685,4
4438,459.846981,836.1578574,4
4439,460.0264551,827.8358818,4
4440,460.2059292,819.5139063,4
4441,460.3854033,811.1919307,4
4442,468.8495989,844.4894518,4
4443,478.5087883,844.4060866,4
4444,488.1679776,844.3227213,4
4445,497.827167,844.2393561,4
4446,507.4863563,844.1559908,4
4447,517.1455457,844.0726256,4
4448,464.5271518,835.9678007,4
4449,464.9408628,827.8429842,4
4450,465.3545738,819.7181677,4
4451,465.7682848,811.5933512,4
4452,469.0831999,840.0302701,4
4453,478.6090073,840.0303924,4
4454,488.1348146,840.0305148,4
4455,497.660622,840.0306371,4
4456,507.1864293,840.0307594,4
4457,516.7122367,840.0308818,4
4458,528.6626403,836.030943,4
4459,529.0376403,828.030943,4
4460,529.4126403,820.030943,4
4461,529.7876403,812.030943,4
4462,569.2835388,845.5297079,4
4463,559.6959521,845.5250143,4
4464,550.1083654,845.5203206,4
4465,540.5207788,845.515627,4
4466,532.1010629,844.7721116,4
4467,570.1497797,841.0664452,4
4468,562.5725726,840.8781721,4
4469,554.9953654,840.6898989,4
4470,547.4181582,840.5016258,4
4471,539.8409511,840.3133527,4
4472,532.2637439,840.1250795,4
4473,574.0679779,837.2068769,4
4474,574.3271672,829.2994672,4
4475,574.5863564,821.3920575,4
4476,574.8455457,813.4846478,4
4477,615.1626403,837.280943,2
4478,614.5376403,829.780943,2
4479,613.9126403,822.280943,2
4480,613.2876403,814.780943,3
4481,610.9542756,837.2609571,3
4482,610.2459512,829.7666674,3
4483,609.5376269,822.2723776,4
4484,608.8293025,814.7780878,4
4485,617.0810045,845.5380886,4
4486,622.5666454,846.0936051,4
4487,630.3261989,846.1903468,4
4488,638.0857524,846.2870886,4
4489,645.8453059,846.3838303,4
4490,620.0131102,841.0451394,4
4491,629.08905,841.0735324,4
4492,638.1649897,841.1019254,4
4493,647.2409295,841.1303184,4
4494,583.4543025,841.0280878,4
4495,591.4126269,841.0223776,4
4496,599.3709512,841.0166674,4
4497,607.3292756,841.0109571,2
4498,579.4751403,837.155943,4
4499,579.4751403,829.405943,4
4500,579.4751403,821.655943,4
4501,579.4751403,813.905943,4
4502,583.4270594,845.6182105,4
4503,591.2553021,845.7964601,4
4504,599.0835448,845.9747098,4
4505,606.9117875,846.1529595,4
4506,661.9924563,846.5407395,4
4507,670.9875089,846.5379405,4
4508,679.9825615,846.5351415,4
4509,688.977614,846.5323425,4
4510,660.3083007,841.2189963,4
4511,669.7845406,841.3081239,4
4512,679.2607805,841.3972515,4
4513,688.7370204,841.4863791,4
4514,734.1127682,847.0708787,4
4515,740.9297719,847.1540329,4
4516,747.7467757,847.237187,4
4517,754.5637795,847.3203412,4
4518,761.3807832,847.4034953,4
4519,768.197787,847.4866495,4
4520,776.0407146,846.7795848,4
4521,735.9511152,841.5939344,4
4522,745.9136626,841.7199116,4
4523,755.8762101,841.8458889,4
4524,765.8387575,841.9718662,4
4525,774.6475858,841.5328989,4
4526,788.335944,840.6159024,4
4527,793.6553395,839.8313493,4
4528,800.4282992,839.237456,4
4529,804.937509,838.4295147,4
4530,807.617482,836.8205464,4
4531,812.748684,832.2926894,4
4532,819.8966023,825.4329227,4
4533,827.0445205,818.5731561,4
4534,834.1924388,811.7133894,4
4535,838.9749444,807.5308875,4
4536,841.9710193,805.0296264,4
4537,846.7113131,800.9059771,4
4538,852.616844,796.1559635,4
4539,858.5223749,791.4059498,4
4540,908.0584737,836.030943,3
4541,913.2251403,842.030943,2
4542,918.391807,848.030943,2
4543,923.5584737,854.030943,3
4544,928.7251403,860.030943,3
4545,933.891807,866.030943,3
4546,947.963074,856.9448967,4
4547,944.0431436,851.5675546,4
4548,937.667143,844.1063525,4
4549,931.2911424,836.6451504,4
4550,924.9151418,829.1839483,4
4551,918.5391412,821.7227461,4
4552,912.1631406,814.261544,4
4553,58.9160207,826.4206618,4
4554,59.67554416,821.6708203,4
4555,59.74226744,814.0080868,4
4556,59.23842783,805.9617406,4
4557,58.73458821,797.9153943,4
4558,58.2307486,789.869048,4
4559,58.22905861,783.970283,4
4560,60.04097372,779.9028542,4
4561,63.16434432,775.5191804,4
4562,67.97506654,770.0307502,4
4563,74.12277785,763.0737446,4
4564,77.79642061,755.6966502,4
4565,79.34635734,748.263286,4
4566,80.89629407,740.8299217,4
4567,82.53161508,734.7293667,4
4568,107.3021347,825.5644778,4
4569,115.9561236,825.6315475,4
4570,124.6101124,825.6986171,4
4571,133.2641013,825.7656868,4
4572,141.9180901,825.8327565,4
4573,150.5720789,825.8998262,4
4574,159.2260678,825.9668959,4
4575,167.8800566,826.0339655,4
4576,176.5340454,826.1010352,4
4577,185.1880343,826.1681049,4
4578,193.8420231,826.2351746,4
4579,202.4960119,826.3022442,4
4580,211.1500008,826.3693139,4
4581,219.8039896,826.4363836,4
4582,228.4579784,826.5034533,4
4583,234.0760789,826.0051313,4
4584,236.9549817,823.1897583,4
4585,240.1305753,818.6227257,4
4586,244.1411216,814.3010992,4
4587,248.6759123,811.9009761,4
4588,254.4081303,811.7857683,4
4589,261.6484837,812.2793784,4
4590,269.5056356,812.3743166,4
4591,102.4473626,821.7253874,4
4592,101.391807,814.1142763,4
4593,100.3362514,806.5031652,4
4594,99.28069589,798.8920541,4
4595,98.22514033,791.280943,4
4596,97.16958478,783.6698318,4
4597,96.11402922,776.0587207,4
4598,95.05847367,768.4476096,4
4599,94.00291811,760.8364985,4
4600,94.05009828,825.6006583,4
4601,86.27586592,825.6048049,4
4602,78.50163356,825.6089514,4
4603,70.7274012,825.6130979,4
4604,66.03714594,825.4238583,4
4605,64.84463956,824.5469785,4
4606,64.2921242,819.9631126,4
4607,63.96582807,812.1665145,4
4608,63.63953193,804.3699165,4
4609,63.53759467,796.3836555,4
4610,63.66001629,788.2077314,4
4611,66.64746942,780.3179802,4
4612,72.49995408,772.7144018,4
4613,78.35243873,765.1108235,4
4614,82.62419287,760.2146321,4
4615,86.28064117,758.0004715,4
4616,97.20253069,820.7183993,4
4617,95.73316315,810.9580277,4
4618,94.2637956,801.197656,4
4619,92.79442806,791.4372844,4
4620,91.32506052,781.6769128,4
4621,89.85569298,771.9165412,4
4622,88.98865132,764.4974448,4
4623,88.72393554,759.4196237,3
4624,273.1772468,808.8863851,4
4625,272.046519,802.2142559,4
4626,271.8399173,795.13155,4
4627,272.5574419,787.6382675,4
4628,273.2749664,780.1449849,4
4629,273.9924909,772.6517024,4
4630,274.7100155,765.1584198,3
4631,275.42754,757.6651373,3
4632,275.372407,749.8700519,3
4633,274.5446165,741.7731636,3
4634,273.7168261,733.6762753,3
4635,272.8890356,725.5793871,2
4636,277.3403374,800.7128547,4
4637,277.9103015,793.6797798,4
4638,278.4802657,786.646705,4
4639,279.0502299,779.6136301,4
4640,279.6201941,772.5805552,4
4641,280.1901582,765.5474804,4
4642,428.9751403,805.280943,4
4643,437.9751403,805.780943,4
4644,446.9751403,806.280943,3
4645,455.9751403,806.780943,3
4646,421.9961019,794.8613089,4
4647,423.5928567,785.1513599,4
4648,424.7488969,776.514492,4
4649,425.4642224,768.9507051,4
4650,426.179548,761.3869183,4
4651,426.8948735,753.8231314,4
4652,427.610199,746.2593445,4
4653,428.3255245,738.6955576,4
4654,429.04085,731.1317708,4
4655,429.7561755,723.5679839,4
4656,430.471501,716.004197,4
4657,431.1868265,708.4404101,4
4658,431.9021521,700.8766233,4
4659,432.6174776,693.3128364,4
4660,379.0735556,774.6596753,1
4661,380.270386,766.9171401,1
4662,381.2447771,758.5388991,2
4663,381.996729,749.5249523,1
4664,382.7486808,740.5110055,2
4665,383.5006326,731.4970586,2
4666,383.8930305,723.4968948,3
4667,383.9258744,716.5105141,4
4668,383.9587184,709.5241333,4
4669,384.4585612,778.6907303,4
4670,385.425403,770.010305,4
4671,386.3922448,761.3298798,4
4672,387.1339552,752.4931068,4
4673,387.6505344,743.4999861,4
4674,388.1671135,734.5068654,4
4675,388.6836926,725.5137447,2
4676,389.2002717,716.520624,2
4677,389.7168508,707.5275033,4
4678,418.0958424,798.3258383,4
4679,411.8920784,795.5449482,4
4680,405.6883144,792.7640582,4
4681,399.4845504,789.9831681,4
4682,393.2807864,787.202278,4
4683,387.0770223,784.421388,4
4684,415.1535377,802.1416228,3
4685,406.102567,797.9671429,3
4686,397.0515963,793.7926629,3
4687,388.0006257,789.6181829,3
4688,426.1790946,797.7621786,3
4689,427.5870033,791.2246499,4
4690,428.8362793,783.121161,4
4691,429.8559734,773.7388568,4
4692,430.804718,764.6436976,4
4693,431.7534627,755.5485384,4
4694,432.7022074,746.4533792,4
4695,433.6509521,737.3582199,4
4696,434.5996968,728.2630607,4
4697,435.5484415,719.1679015,4
4698,436.4971862,710.0727423,4
4699,437.4459309,700.9775831,4
4700,438.1173927,693.7405575,4
4701,437.8948113,690.0410272,4
4702,456.5376403,802.343443,4
4703,447.6626403,801.968443,4
4704,438.7876403,801.593443,4
4705,429.9126403,801.218443,4
4706,461.264842,799.2037806,4
4707,461.8442454,792.549456,4
4708,462.4236488,785.8951313,4
4709,463.0030521,779.2408066,4
4710,463.5824555,772.586482,4
4711,464.1618589,765.9321573,4
4712,464.7412623,759.2778326,4
4713,465.3206656,752.623508,4
4714,465.900069,745.9691833,4
4715,467.3864412,739.0219961,4
4716,469.6481434,733.8567619,4
4717,472.2448054,730.79509,4
4718,476.6708376,727.1129496,4
4719,482.4596416,722.7815939,4
4720,486.6063521,718.3660307,4
4721,487.8749719,713.2460456,4
4722,487.9075942,707.505846,4
4723,487.4142423,700.3238724,4
4724,486.3949162,691.7001248,4
4725,466.7323588,799.5953072,4
4726,467.2467959,792.7240357,4
4727,467.7612329,785.8527641,4
4728,468.27567,778.9814926,4
4729,468.790107,772.1102211,4
4730,469.304544,765.2389496,4
4731,470.1023687,756.8853283,4
4732,471.183581,747.0493573,4
4733,473.967858,737.7574055,4
4734,479.3554114,730.9194297,4
4735,485.6431763,725.9914105,4
4736,490.555135,720.5838417,4
4737,492.356176,714.6569289,4
4738,492.4221056,708.6902218,4
4739,492.0850878,701.162887,4
4740,491.3451228,692.0749243,4
4741,471.141807,803.1142763,4
4742,480.4751403,803.280943,4
4743,489.8084737,803.4476096,4
4744,499.141807,803.6142763,4
4745,508.4751403,803.780943,4
4746,517.8084737,803.9476096,4
4747,470.641807,807.5726096,4
4748,479.9751403,807.655943,3
4749,489.3084737,807.7392763,4
4750,498.641807,807.8226096,4
4751,507.9751403,807.905943,4
4752,517.3084737,807.9892763,4
4753,522.8224135,800.1039057,3
4754,522.5169599,793.2498311,3
4755,522.2115064,786.3957566,2
4756,522.6154772,779.0098463,2
4757,524.1050269,772.1959927,2
4758,525.9707311,766.4860314,2
4759,527.2428796,759.1643751,3
4760,527.9214725,750.2310238,2
4761,528.6000653,741.2976725,2
4762,529.2786582,732.3643212,2
4763,529.9572511,723.4309699,2
4764,530.6358439,714.4976186,2
4765,575.1832303,800.3949718,4
4766,576.2015325,792.9963307,4
4767,576.821957,785.470991,4
4768,577.4423814,777.9456513,4
4769,578.0628059,770.4203115,4
4770,578.6832303,762.8949718,4
4771,579.3036548,755.369632,4
4772,579.9240792,747.8442923,2
4773,580.5445037,740.3189526,4
4774,581.1649281,732.7936128,4
4775,530.1871336,799.1099785,4
4776,530.6111201,789.2680497,4
4777,531.0351066,779.4261208,4
4778,531.4590931,769.5841919,4
4779,531.8830796,759.7422631,4
4780,532.3070661,749.9003342,4
4781,533.3506225,740.9860192,4
4782,535.0137486,732.9993182,4
4783,536.0027689,724.7622115,4
4784,536.3176832,716.2746991,4
4785,533.6834737,804.030943,4
4786,541.1001403,804.030943,4
4787,548.516807,804.030943,3
4788,555.9334737,804.030943,3
4789,563.3501403,804.030943,4
4790,570.766807,804.030943,3
4791,571.2251403,809.405943,3
4792,563.7251403,809.155943,3
4793,556.2251403,808.905943,3
4794,548.7251403,808.655943,4
4795,541.2251403,808.405943,4
4796,533.7251403,808.155943,4
4797,607.1081908,800.7725426,4
4798,606.3742918,792.2557419,4
4799,605.6403927,783.7389412,4
4800,604.9064936,775.2221405,3
4801,604.4387474,766.9927845,3
4802,604.2371539,759.0508732,2
4803,604.0355604,751.1089619,2
4804,603.8339669,743.1670507,4
4805,617.9126403,811.155943,3
4806,627.7876403,811.405943,3
4807,637.6626403,811.655943,3
4808,647.5376403,811.905943,3
4809,617.4634274,806.0909847,2
4810,627.4400014,806.2110681,2
4811,637.4165754,806.3311516,3
4812,647.3931495,806.4512351,3
4813,579.8084737,799.8642763,4
4814,580.4751403,791.530943,4
4815,581.141807,783.1976096,4
4816,581.8084737,774.8642763,4
4817,582.4751403,766.530943,4
4818,583.141807,758.1976096,4
4819,583.8084737,749.8642763,4
4820,584.4751403,741.530943,4
4821,585.141807,733.1976096,4
4822,652.5641528,802.2956695,4
4823,652.9295854,793.8644551,4
4824,653.295018,785.4332406,4
4825,653.6604505,777.0020262,4
4826,654.0258831,768.5708117,4
4827,654.3913157,760.1395972,4
4828,654.7567483,751.7083828,4
4829,655.1221809,743.2771683,4
4830,655.4876135,734.8459538,3
4831,656.9270095,802.3896031,4
4832,657.328786,793.9356431,4
4833,657.7305625,785.481683,4
4834,658.132339,777.027723,4
4835,658.5341156,768.573763,4
4836,658.9358921,760.119803,4
4837,659.3376686,751.665843,4
4838,659.7394451,743.211883,4
4839,660.1412216,734.757923,4
4840,661.1322487,806.7933781,2
4841,669.9445034,807.146968,2
4842,678.7567582,807.500558,2
4843,687.5690129,807.854148,1
4844,660.9645828,812.2471098,3
4845,669.9434677,812.6794435,3
4846,678.9223526,813.1117772,3
4847,687.9012375,813.5441109,4
4848,697.42379,806.3996795,4
4849,698.1555542,800.9101127,4
4850,698.5518061,792.9117613,4
4851,698.7780807,785.631665,4
4852,699.0043553,778.3515687,4
4853,699.23063,771.0714724,4
4854,699.4569046,763.7913762,3
4855,699.6831792,756.5112799,4
4856,699.9094538,749.2311836,4
4857,700.1357284,741.9510874,4
4858,700.362003,734.6709911,4
4859,694.334633,806.5460781,4
4860,693.5574202,803.9219723,4
4861,693.5630484,798.6176245,4
4862,693.8477159,791.2874105,4
4863,694.1323833,783.9571966,4
4864,694.4170507,776.6269827,4
4865,694.7017181,769.2967688,4
4866,694.9863856,761.9665549,4
4867,695.271053,754.6363409,4
4868,695.5557204,747.306127,4
4869,695.8403879,739.9759131,4
4870,695.728931,733.6708745,4
4871,726.5144832,805.6889416,4
4872,726.8681403,798.4122844,4
4873,727.2217973,791.1356271,4
4874,727.5754544,783.8589698,4
4875,727.9291115,776.5823125,4
4876,728.2827685,769.3056552,4
4877,728.6364256,762.0289979,4
4878,728.9900827,754.7523407,4
4879,729.3437397,747.4756834,4
4880,728.970664,742.5179768,4
4881,725.4098117,739.4547074,4
4882,722.187002,734.8708795,4
4883,732.0648278,805.7093948,4
4884,732.2869387,798.2869483,4
4885,732.5090496,790.8645018,4
4886,732.7311605,783.4420554,4
4887,732.9532714,776.0196089,4
4888,733.1753823,768.5971624,4
4889,733.3974931,761.1747159,4
4890,733.619604,753.7522694,4
4891,733.8417149,746.3298229,4
4892,733.1660197,740.0817268,4
4893,730.0523059,736.159131,4
4894,727.3502415,733.6521754,4
4895,747.8823701,806.2395138,4
4896,748.1512442,797.7042249,4
4897,748.4201184,789.168936,4
4898,748.6889925,780.6336471,4
4899,748.9578667,772.0983582,4
4900,749.2267408,763.5630693,4
4901,749.495615,755.0277805,4
4902,749.7644891,746.4924916,4
4903,750.0333633,737.9572027,4
4904,753.5468618,806.3982825,4
4905,753.6770512,797.7930726,4
4906,753.8072405,789.1878627,4
4907,753.9374299,780.5826528,4
4908,754.0676192,771.9774429,4
4909,754.1978085,763.372233,4
4910,754.3279979,754.7670231,4
4911,754.4581872,746.1618132,4
4912,754.5883766,737.5566034,4
4913,764.3225459,815.8788629,3
4914,754.9846841,815.511837,2
4915,745.6468224,815.1448112,2
4916,736.3089607,814.7777853,1
4917,781.0741878,811.5874451,4
4918,788.1972389,809.1449546,3
4919,794.4575701,804.778461,2
4920,799.9302254,800.0434589,2
4921,805.4028808,795.3084567,2
4922,810.8755361,790.5734546,2
4923,816.3481914,785.8384525,1
4924,821.8208467,781.1034504,1
4925,827.293502,776.3684483,1
4926,832.7661574,771.6334461,1
4927,838.2388127,766.898444,1
4928,781.8398894,815.6320145,4
4929,790.4575753,813.1506762,1
4930,796.9752137,808.7050818,1
4931,802.5046169,803.9787126,1
4932,808.03402,799.2523433,2
4933,813.5634231,794.525974,2
4934,819.0928263,789.7996047,2
4935,824.6222294,785.0732354,2
4936,830.1516325,780.3468662,2
4937,835.6810356,775.6204969,2
4938,841.2104388,770.8941276,2
4939,916.0760177,803.8547562,1
4940,923.2777725,797.5023827,1
4941,930.4795273,791.1500092,2
4942,937.681282,784.7976357,1
4943,943.6846907,777.5904833,2
4944,948.4897534,769.5285521,3
4945,953.2948161,761.4666208,3
4946,956.3467965,754.6941401,3
4947,957.6456947,749.2111099,3
4948,958.5756997,743.5507911,4
4949,959.1368115,737.7131839,4
4950,959.420577,731.0853004,4
4951,959.4269963,723.6671407,4
4952,959.4334155,716.248981,4
4953,959.4398347,708.8308213,4
4954,959.4462539,701.4126616,4
4955,959.4526731,693.9945019,4
4956,959.4590923,686.5763422,4
4957,959.4655115,679.1581825,4
4958,959.4719307,671.7400228,4
4959,912.4860513,800.2735503,2
4960,919.7147688,793.8001878,2
4961,926.9434862,787.3268253,2
4962,934.1722037,780.8534628,2
4963,939.9586518,774.7514284,2
4964,944.3028304,769.0207222,2
4965,906.8323704,801.8170426,3
4966,902.753726,798.4306645,4
4967,898.0917363,792.6324118,4
4968,892.8464013,784.4222845,4
4969,887.2384005,776.8478563,4
4970,881.267734,769.9091273,4
4971,875.2970674,762.9703982,4
4972,869.3264009,756.0316692,4
4973,865.408104,751.7966238,4
4974,889.5306959,814.6420541,3
4975,884.641807,808.8642763,3
4976,879.7529181,803.0864985,4
4977,874.8640292,797.3087207,4
4978,869.9751403,791.530943,4
4979,865.0862514,785.7531652,4
4980,860.1973626,779.9753874,4
4981,855.3084737,774.1976096,4
4982,850.4195848,768.4198318,4
4983,91.66978863,748.8039538,4
4984,91.05908521,743.3499754,4
4985,90.01863164,737.8672678,4
4986,88.54842791,732.3558311,4
4987,86.35598453,725.8310108,4
4988,83.44130148,718.2928071,4
4989,80.52661844,710.7546033,4
4990,79.03626933,702.7658038,4
4991,78.97025415,694.3264084,4
4992,78.90423897,685.887013,4
4993,78.8382238,677.4476176,3
4994,78.77220862,669.0082222,3
4995,78.70619345,660.5688268,3
4996,78.64017827,652.1294314,3
4997,78.5741631,643.690036,3
4998,78.50814792,635.2506406,3
4999,96.69718039,751.7843262,4
5000,105.1412605,751.2910927,4
5001,113.5853406,750.7978592,4
5002,121.6805014,750.5517971,4
5003,129.4267427,750.5529066,4
5004,137.1729841,750.554016,4
5005,144.9192255,750.5551254,4
5006,150.317311,750.3118726,4
5007,153.0215717,749.4288129,4
